"Force","Voltage","Acceleration1","Acceleration2","Acceleration3","Fs",
-1.8686,0.0053575,0.079439,0.16539,0.17669,,
-2.409,0.0063615,0.078809,0.18434,0.18914,,
-2.9087,0.0075703,0.070627,0.1991,0.19968,,
-3.5511,0.008963,0.056857,0.21359,0.21105,,
-4.2777,0.010489,0.05133,0.22269,0.21081,,
-4.9776,0.012122,0.038286,0.22634,0.21249,,
-5.8425,0.0138,0.022754,0.22971,0.21117,,
-6.6588,0.015469,0.011282,0.22441,0.20171,,
-7.4597,0.017086,-0.013463,0.21742,0.19465,,
-8.2803,0.018578,-0.028065,0.20683,0.17681,,
-8.8607,0.019875,-0.043668,0.19009,0.15957,,
-9.3644,0.020923,-0.063107,0.17162,0.14365,,
-9.7229,0.021652,-0.068422,0.14874,0.11576,,
-9.8112,0.022004,-0.084277,0.12148,0.092775,,
-9.8311,0.021924,-0.092546,0.092402,0.0662,,
-9.5659,0.021373,-0.099293,0.061587,0.033998,,
-9.0607,0.02032,-0.10827,0.031176,0.011013,,
-8.3799,0.018742,-0.10427,0.00034613,-0.021308,,
-7.2911,0.016634,-0.10352,-0.033676,-0.051834,,
-6.0082,0.014028,-0.10301,-0.064036,-0.073263,,
-4.5019,0.01094,-0.091262,-0.094778,-0.10451,,
-2.7059,0.0074345,-0.082544,-0.1206,-0.12737,,
-0.88425,0.0035813,-0.068849,-0.14516,-0.14856,,
1.1248,-0.00054529,-0.049912,-0.1675,-0.17178,,
3.2084,-0.0048288,-0.038753,-0.18717,-0.18172,,
5.2324,-0.0091575,-0.019959,-0.20179,-0.20111,,
7.3726,-0.013422,-0.0010619,-0.21448,-0.2138,,
9.3717,-0.017498,0.014283,-0.22493,-0.21943,,
11.2146,-0.021272,0.032077,-0.2317,-0.22673,,
12.9343,-0.024603,0.048502,-0.23749,-0.23236,,
14.2533,-0.027403,0.060288,-0.23677,-0.23331,,
15.3258,-0.029588,0.07561,-0.23585,-0.23104,,
16.0545,-0.03108,0.079484,-0.23039,-0.2241,,
16.3367,-0.031829,0.091964,-0.2243,-0.21799,,
16.3994,-0.031822,0.098354,-0.21688,-0.20985,,
16.0448,-0.031058,0.09759,-0.20632,-0.19393,,
15.3332,-0.029578,0.10249,-0.19452,-0.18543,,
14.3886,-0.027434,0.09957,-0.18526,-0.16795,,
13.0277,-0.024718,0.097091,-0.16589,-0.14832,,
11.493,-0.021534,0.10376,-0.15027,-0.13168,,
9.7983,-0.018016,0.09432,-0.12854,-0.10307,,
7.9327,-0.0143,0.10025,-0.1046,-0.080804,,
6.1891,-0.010526,0.10011,-0.078785,-0.051236,,
4.447,-0.0068506,0.097331,-0.048363,-0.010894,,
2.8196,-0.0034333,0.1045,-0.013216,0.018316,,
1.4604,-0.00038208,0.10576,0.02132,0.056503,,
0.20228,0.0021671,0.11298,0.065079,0.09481,,
-0.70396,0.0041058,0.12398,0.10663,0.13551,,
-1.303,0.0053919,0.12829,0.15288,0.1828,,
-1.6388,0.0059656,0.14995,0.20089,0.22254,,
-1.4862,0.0058311,0.16567,0.24991,0.2648,,
-1.0524,0.0049963,0.17818,0.30078,0.31137,,
-0.3294,0.0035179,0.20047,0.34988,0.34836,,
0.7401,0.0014789,0.21273,0.39726,0.38607,,
1.8591,-0.0010088,0.23489,0.44059,0.41911,,
3.1687,-0.0038166,0.2516,0.47551,0.44508,,
4.5556,-0.0068075,0.26155,0.50844,0.4707,,
5.8655,-0.0098324,0.27382,0.53046,0.47896,,
7.2447,-0.012729,0.27649,0.54209,0.48459,,
8.4231,-0.015355,0.27269,0.5461,0.48219,,
9.3726,-0.017579,0.27182,0.53655,0.46471,,
10.1326,-0.01928,0.25965,0.51412,0.44568,,
10.448,-0.020379,0.24014,0.48505,0.4124,,
10.4709,-0.020798,0.21774,0.44,0.36703,,
10.1303,-0.020504,0.18242,0.38636,0.31903,,
9.3675,-0.019523,0.15501,0.32046,0.25534,,
8.4277,-0.017881,0.1175,0.24357,0.18771,,
7.148,-0.015645,0.071624,0.16085,0.11947,,
5.6196,-0.012928,0.03072,0.072483,0.034596,,
3.9997,-0.0098413,-0.016461,-0.022092,-0.043215,,
2.1454,-0.0065395,-0.065698,-0.11484,-0.12222,,
0.32183,-0.0031768,-0.10684,-0.20856,-0.20626,,
-1.4409,8.0273e-05,-0.15684,-0.29844,-0.27689,,
-3.136,0.0030686,-0.19545,-0.38521,-0.35291,,
-4.4557,0.0056318,-0.23102,-0.46461,-0.42066,,
-5.5345,0.0076347,-0.26264,-0.53145,-0.47214,,
-6.282,0.0089679,-0.27965,-0.59016,-0.5266,,
-6.5435,0.0095309,-0.29992,-0.63691,-0.5636,,
-6.5309,0.0092848,-0.31151,-0.66798,-0.58969,,
-6.0404,0.008208,-0.30997,-0.68611,-0.60801,,
-5.1375,0.0063178,-0.30935,-0.69094,-0.60657,,
-3.9263,0.0036672,-0.28733,-0.68261,-0.60442,,
-2.2228,0.00034505,-0.2622,-0.66041,-0.58646,,
-0.28796,-0.003515,-0.23712,-0.62375,-0.55186,,
1.8387,-0.0077676,-0.19705,-0.57313,-0.51679,,
4.1897,-0.012252,-0.159,-0.51602,-0.46639,,
6.4317,-0.016781,-0.11654,-0.4477,-0.40725,,
8.6517,-0.021169,-0.070066,-0.37501,-0.34417,,
10.7128,-0.02524,-0.033257,-0.2972,-0.27569,,
12.4367,-0.028787,0.013551,-0.21394,-0.20794,,
13.9913,-0.031678,0.056582,-0.13339,-0.1397,,
15.1101,-0.033769,0.087451,-0.053713,-0.064404,,
15.7613,-0.034949,0.12672,0.024657,-0.0013168,,
16.0225,-0.03514,0.14843,0.095659,0.064404,,
15.632,-0.034302,0.17146,0.16637,0.13024,,
14.7882,-0.032435,0.18688,0.22614,0.17992,,
13.4547,-0.029573,0.18865,0.27746,0.23296,,
11.582,-0.025782,0.19654,0.32242,0.2727,,
9.4497,-0.021152,0.19165,0.35578,0.30634,,
6.922,-0.015811,0.17702,0.38339,0.33806,,
4.1046,-0.0099129,0.16541,0.39812,0.35267,,
1.175,-0.003607,0.13807,0.40589,0.36464,,
-2.0066,0.002927,0.1148,0.40863,0.37086,,
-5.1549,0.0095138,0.085719,0.39983,0.36212,,
-8.2585,0.015995,0.049462,0.38697,0.36033,,
-11.301,0.022206,0.02067,0.36825,0.34213,,
-13.9901,0.028005,-0.014011,0.34158,0.32238,,
-16.4689,0.033277,-0.050296,0.31752,0.30442,,
-18.6469,0.037913,-0.076872,0.28373,0.2721,,
-20.3916,0.041845,-0.11047,0.25124,0.24648,,
-21.9113,0.045023,-0.13583,0.21867,0.21452,,
-22.9892,0.047423,-0.16149,0.18055,0.17777,,
-23.7071,0.049052,-0.18439,0.1423,0.15167,,
-24.1407,0.049943,-0.19808,0.10632,0.11301,,
-24.0699,0.05012,-0.21008,0.068821,0.077572,,
-23.7374,0.049641,-0.22386,0.038586,0.053151,,
-23.1336,0.048592,-0.22282,0.0043777,0.019154,,
-22.2045,0.047043,-0.22667,-0.025464,-0.0064643,,
-21.206,0.045057,-0.22489,-0.054882,-0.031603,,
-19.9789,0.042714,-0.22161,-0.081346,-0.057581,,
-18.6227,0.040084,-0.21843,-0.10296,-0.075896,,
-17.2414,0.037234,-0.20719,-0.12317,-0.098282,,
-15.6498,0.034235,-0.19122,-0.14102,-0.11803,,
-14.0419,0.031092,-0.18229,-0.15268,-0.12546,,
-12.3976,0.027852,-0.16232,-0.16377,-0.13635,,
-10.6498,0.024548,-0.14855,-0.16875,-0.14473,,
-9.0223,0.021192,-0.13186,-0.16683,-0.14341,,
-7.3258,0.017792,-0.10926,-0.16387,-0.14162,,
-5.6203,0.01435,-0.092262,-0.15805,-0.13204,,
-3.9911,0.010884,-0.063087,-0.14668,-0.12761,,
-2.2108,0.0073985,-0.041751,-0.13445,-0.11672,,
-0.47623,0.0038983,-0.020761,-0.11466,-0.096726,,
1.2275,0.00042366,0.0093442,-0.096479,-0.087867,,
2.9871,-0.0030086,0.026721,-0.07534,-0.068594,,
4.5564,-0.006356,0.051859,-0.052377,-0.049321,,
6.1175,-0.0095877,0.073807,-0.026098,-0.031843,,
7.5767,-0.012639,0.08826,-0.0020059,-0.0058658,,
8.8321,-0.015445,0.10846,0.023599,0.011492,,
10.0794,-0.017951,0.13082,0.046218,0.031364,,
11.0991,-0.020092,0.13787,0.069689,0.05351,,
11.8911,-0.021815,0.15872,0.087318,0.06213,,
12.5323,-0.023053,0.15917,0.10492,0.07853,,
12.7715,-0.023777,0.16544,0.1167,0.088585,,
12.7983,-0.023955,0.16562,0.12723,0.092057,,
12.5373,-0.023573,0.15671,0.12961,0.10235,,
11.9337,-0.022654,0.1565,0.13049,0.095289,,
11.2308,-0.021224,0.14803,0.12412,0.092895,,
10.2524,-0.019335,0.13248,0.11747,0.090022,,
9.0705,-0.017062,0.1266,0.10376,0.075058,,
7.8406,-0.01451,0.10876,0.089439,0.07027,,
6.388,-0.01179,0.093315,0.072685,0.059376,,
4.9778,-0.0090391,0.078883,0.053432,0.04525,,
3.6048,-0.0063816,0.056564,0.031933,0.03292,,
2.2777,-0.0039687,0.047496,0.0153,0.01652,,
1.2811,-0.0019257,0.035961,-0.0077463,0.0019154,,
0.47766,-0.00038061,0.026374,-0.02242,-0.0070629,,
-0.033566,0.00054154,0.032828,-0.038504,-0.02071,,
-0.11224,0.00076817,0.027526,-0.051054,-0.025379,,
0.042413,0.00021779,0.033796,-0.056184,-0.027174,,
0.64141,-0.0011278,0.041955,-0.057714,-0.030885,,
1.6187,-0.0032699,0.053738,-0.055689,-0.019872,,
2.8855,-0.0061695,0.075869,-0.046423,-0.015562,,
4.6294,-0.0097598,0.10004,-0.037898,-0.009098,,
6.6045,-0.013924,0.11893,-0.021698,0.0098162,,
8.7613,-0.018518,0.15063,-0.0051068,0.020231,,
11.1318,-0.023384,0.17185,0.01537,0.037709,,
13.3899,-0.028336,0.19691,0.037604,0.054827,,
15.6377,-0.033171,0.22075,0.059984,0.067277,,
17.7055,-0.037678,0.23591,0.082364,0.092296,,
19.4332,-0.04166,0.25404,0.10421,0.10187,,
20.9404,-0.04491,0.26678,0.1216,0.1087,,
21.9505,-0.047262,0.26539,0.13676,0.12354,,
22.4253,-0.04857,0.27131,0.14454,0.12186,,
22.4189,-0.04872,0.25743,0.14594,0.12258,,
21.6618,-0.047628,0.24047,0.14437,0.11624,,
20.3378,-0.04527,0.21656,0.1338,0.10259,,
18.3977,-0.041662,0.17411,0.11762,0.091698,,
15.8008,-0.03686,0.1416,0.095242,0.064284,,
12.8267,-0.030968,0.097727,0.064452,0.038427,,
9.3477,-0.024121,0.040772,0.03242,0.015083,,
5.4955,-0.016525,-0.0052815,-0.0066256,-0.022266,,
1.4835,-0.008379,-0.066582,-0.046739,-0.053391,,
-2.8122,9.0611e-05,-0.12381,-0.088241,-0.089064,,
-7.0649,0.0086279,-0.17851,-0.12986,-0.12582,,
-11.218,0.016989,-0.24313,-0.17109,-0.15419,,
-15.2099,0.024921,-0.28774,-0.20811,-0.18974,,
-18.7173,0.032213,-0.33332,-0.24535,-0.21943,,
-21.8255,0.038634,-0.37733,-0.27307,-0.2387,,
-24.4217,0.044029,-0.40125,-0.29678,-0.26013,,
-26.3311,0.048247,-0.42905,-0.31403,-0.27402,,
-27.7365,0.051194,-0.44407,-0.32005,-0.27701,,
-28.423,0.052829,-0.44957,-0.31917,-0.2788,,
-28.4455,0.053136,-0.45502,-0.31211,-0.26719,,
-27.9001,0.052164,-0.44003,-0.29526,-0.25977,,
-26.6181,0.050001,-0.4182,-0.2747,-0.24277,,
-24.8308,0.046753,-0.39819,-0.24508,-0.21344,,
-22.6068,0.042591,-0.35927,-0.21259,-0.1907,,
-19.9383,0.037696,-0.33068,-0.17646,-0.16053,,
-17.1538,0.032258,-0.28847,-0.13321,-0.12905,,
-14.1526,0.026492,-0.24406,-0.094608,-0.097444,,
-11.0999,0.020605,-0.20325,-0.05245,-0.060573,,
-8.1742,0.014807,-0.15121,-0.014746,-0.033399,,
-5.2406,0.0092886,-0.11085,0.021014,-0.0029928,,
-2.5871,0.0042198,-0.067585,0.053736,0.030406,,
-0.2375,-0.00026508,-0.023644,0.08113,0.045729,,
1.8441,-0.0040566,0.0089735,0.10195,0.073263,,
3.3933,-0.0070693,0.04108,0.11801,0.089423,,
4.5919,-0.0092712,0.069778,0.12675,0.10068,,
5.3683,-0.010646,0.083067,0.13438,0.1166,,
5.6619,-0.011217,0.1061,0.13349,0.1142,,
5.7366,-0.011041,0.11353,0.12976,0.11588,,
5.4186,-0.010195,0.12086,0.12117,0.11744,,
4.8075,-0.0087784,0.12562,0.11101,0.10989,,
4.0462,-0.0069003,0.12451,0.098447,0.10618,,
2.9749,-0.0046746,0.11637,0.087983,0.098641,,
1.8463,-0.0022279,0.1069,0.07468,0.089304,,
0.64661,0.00033371,0.093364,0.061788,0.084036,,
-0.63381,0.0029052,0.080132,0.051465,0.069911,,
-1.7216,0.0053802,0.071854,0.038333,0.061531,,
-2.7761,0.0076943,0.051305,0.032172,0.058299,,
-3.7386,0.0097845,0.046055,0.027865,0.052553,,
-4.4865,0.011618,0.028372,0.026996,0.048961,,
-5.2425,0.013183,0.012168,0.029828,0.04956,,
-5.8031,0.014464,-0.0019983,0.034149,0.046567,,
-6.2481,0.015489,-0.018445,0.040666,0.054827,,
-6.6392,0.016255,-0.025491,0.04553,0.050518,,
-6.7915,0.016826,-0.029386,0.050316,0.050159,,
-6.9058,0.017231,-0.047135,0.057157,0.057581,,
-6.9705,0.017493,-0.040762,0.063271,0.050039,,
-6.8976,0.017658,-0.051818,0.066505,0.056743,,
-6.9276,0.017735,-0.053015,0.069709,0.054588,,
-6.8757,0.017754,-0.050571,0.069349,0.050159,,
-6.7985,0.017716,-0.063819,0.072288,0.0577,,
-6.7714,0.017601,-0.053717,0.068074,0.049081,,
-6.5495,0.017394,-0.053529,0.065175,0.047645,,
-6.3294,0.017067,-0.047573,0.059347,0.050757,,
-6.0312,0.016569,-0.039423,0.049567,0.034477,,
-5.5536,0.01586,-0.034128,0.040741,0.034477,,
-5.0896,0.014883,-0.02781,0.03348,0.027414,,
-4.4347,0.013605,-0.011526,0.024582,0.020351,,
-3.6069,0.011967,-0.010424,0.017824,0.020351,,
-2.6879,0.0099594,0.011604,0.012197,0.010894,,
-1.4327,0.0075603,0.024236,0.0067297,0.01221,,
-0.04751,0.0047641,0.046804,0.0056449,0.015323,,
1.5007,0.0016024,0.071858,0.0017751,0.011013,,
3.2784,-0.0018783,0.08427,0.0053083,0.01245,,
5.0288,-0.0056139,0.10875,0.0090117,0.012929,,
6.9126,-0.0095287,0.12654,0.011827,0.014245,,
8.8062,-0.013508,0.14811,0.018561,0.023942,,
10.5984,-0.017435,0.16877,0.025435,0.023104,,
12.4462,-0.021192,0.18636,0.033124,0.031125,,
14.0871,-0.024644,0.19574,0.041714,0.038068,,
15.4926,-0.027663,0.21701,0.050529,0.039863,,
16.706,-0.030126,0.22326,0.053556,0.042497,,
17.4446,-0.031925,0.22603,0.060681,0.044772,,
17.8691,-0.032981,0.227,0.060306,0.043574,,
17.8789,-0.033216,0.21705,0.061811,0.046926,,
17.3911,-0.032613,0.22026,0.05683,0.041061,,
16.649,-0.031174,0.20591,0.048411,0.030885,,
15.4531,-0.028919,0.1865,0.040974,0.035195,,
13.8907,-0.025933,0.16734,0.030496,0.018316,,
12.0918,-0.022296,0.14647,0.019553,0.014964,,
9.9059,-0.018154,0.12613,0.0054095,0.0039504,,
7.6082,-0.013655,0.10126,-0.0097711,-0.007422,,
5.2123,-0.0089684,0.067957,-0.021197,-0.0077812,,
2.7429,-0.0042709,0.047015,-0.032717,-0.022266,,
0.5192,0.00023442,0.025741,-0.042808,-0.025259,,
-1.5698,0.0043698,0.0029701,-0.048226,-0.020231,,
-3.4038,0.0079686,-0.0090376,-0.051814,-0.026576,,
-4.8085,0.010881,-0.026581,-0.050503,-0.018555,,
-5.9572,0.012984,-0.03236,-0.043661,-0.014844,,
-6.6046,0.014186,-0.034183,-0.031759,-0.0055067,,
-6.793,0.014442,-0.041149,-0.017604,0.01233,,
-6.5841,0.01373,-0.032556,0.0027842,0.021668,,
-5.7862,0.012104,-0.019706,0.023892,0.038307,,
-4.6178,0.0096182,-0.0058231,0.048609,0.060214,,
-3.1072,0.006399,0.017359,0.07418,0.078171,,
-1.223,0.0025788,0.033126,0.10225,0.097683,,
0.72621,-0.0016678,0.050714,0.13294,0.11899,,
2.8387,-0.0061509,0.07133,0.15762,0.13324,,
4.9467,-0.010659,0.08438,0.18166,0.15179,,
6.8822,-0.014994,0.10521,0.19799,0.16053,,
8.7776,-0.018954,0.11475,0.21034,0.16269,,
10.343,-0.022362,0.12059,0.21605,0.16927,,
11.5405,-0.02506,0.13242,0.21239,0.15945,,
12.4046,-0.026912,0.12614,0.20042,0.14748,,
12.6739,-0.027852,0.11967,0.18553,0.13048,,
12.5247,-0.027823,0.10704,0.15776,0.10355,,
11.8986,-0.02684,0.080822,0.12526,0.079009,,
10.7453,-0.024936,0.06506,0.082839,0.040223,,
9.3464,-0.022214,0.035768,0.035403,-0.00071826,,
7.5608,-0.018795,-0.00026199,-0.01607,-0.036512,,
5.5027,-0.014837,-0.026518,-0.073424,-0.089423,,
3.3782,-0.01054,-0.066766,-0.12956,-0.1306,,
1.0524,-0.0061044,-0.09735,-0.18537,-0.17813,,
-1.1714,-0.0017312,-0.13105,-0.24039,-0.22422,,
-3.2503,0.0023508,-0.16215,-0.28946,-0.25666,,
-5.1498,0.005949,-0.1814,-0.33284,-0.29556,,
-6.5681,0.0089073,-0.20796,-0.36969,-0.31855,,
-7.6356,0.011067,-0.22248,-0.39616,-0.33674,,
-8.2567,0.01233,-0.22633,-0.41623,-0.35733,,
-8.3129,0.012631,-0.2248,-0.42508,-0.35853,,
-8.0166,0.01196,-0.21681,-0.42471,-0.35506,,
-7.1939,0.010355,-0.20319,-0.41385,-0.34836,,
-5.9414,0.0078787,-0.19044,-0.39079,-0.32801,,
-4.3943,0.0046759,-0.16449,-0.35992,-0.30813,,
-2.411,0.00089195,-0.13202,-0.32137,-0.27366,,
-0.28264,-0.0032689,-0.10388,-0.27445,-0.23032,,
1.9228,-0.0076034,-0.066138,-0.2239,-0.19513,,
4.1762,-0.011876,-0.03417,-0.1683,-0.14629,,
6.1524,-0.01587,-0.007998,-0.10772,-0.1002,,
7.9358,-0.019376,0.02913,-0.052381,-0.055186,,
9.3757,-0.022189,0.049291,-8.1331e-05,-0.0073023,,
10.3132,-0.02414,0.075398,0.049784,0.028371,,
10.9128,-0.025102,0.092735,0.094886,0.064883,,
10.9386,-0.024998,0.098141,0.13422,0.10415,,
10.4095,-0.023797,0.11276,0.16622,0.12594,,
9.4379,-0.021511,0.10498,0.18879,0.15275,,
7.8164,-0.018198,0.10338,0.20961,0.17214,,
5.8108,-0.01398,0.088736,0.21787,0.17825,,
3.4365,-0.0090212,0.063067,0.2214,0.18962,,
0.71516,-0.0035111,0.049605,0.21664,0.18352,,
-2.0162,0.0023365,0.027195,0.20382,0.17645,,
-4.8388,0.0082726,-0.0017103,0.18879,0.17274,,
-7.599,0.014064,-0.019303,0.16728,0.15335,,
-10.0807,0.019474,-0.04842,0.14633,0.1391,,
-12.3968,0.024265,-0.071894,0.12449,0.12342,,
-14.2681,0.028266,-0.087982,0.1034,0.10762,,
-15.672,0.031305,-0.10819,0.083447,0.097324,,
-16.6241,0.033273,-0.11355,0.064611,0.07853,,
-16.8676,0.0341,-0.11988,0.050378,0.069312,,
-16.5958,0.033774,-0.12473,0.040243,0.061052,,
-15.7943,0.032345,-0.11467,0.030757,0.050159,,
-14.4229,0.02991,-0.10866,0.026092,0.043934,,
-12.7592,0.026579,-0.094903,0.026174,0.035674,,
-10.7032,0.022561,-0.078976,0.023597,0.029808,,
-8.4291,0.018065,-0.066029,0.027358,0.032322,,
-6.1194,0.01332,-0.040999,0.029644,0.025379,,
-3.6651,0.0085729,-0.026436,0.03429,0.0249,,
-1.3926,0.004065,-0.0090041,0.037704,0.028012,,
0.64065,3.2055e-05,0.007788,0.039307,0.019513,,
2.4076,-0.0033224,0.021693,0.038193,0.017717,,
3.6259,-0.0058279,0.024079,0.035334,0.011492,,
4.4038,-0.0073345,0.028402,0.024861,0.00071826,,
4.6515,-0.0077805,0.019239,0.01334,-0.0068235,,
4.2724,-0.0071151,0.017057,-0.0029364,-0.026336,,
3.5114,-0.0053815,0.0041676,-0.021566,-0.039624,,
2.2122,-0.0026567,-0.013328,-0.040435,-0.051356,,
0.48369,0.00093103,-0.028876,-0.063844,-0.075776,,
-1.4933,0.0052044,-0.054245,-0.087084,-0.08679,,
-3.8415,0.0099495,-0.071815,-0.10672,-0.10116,,
-6.2331,0.01492,-0.095368,-0.12795,-0.11384,,
-8.6217,0.019871,-0.11624,-0.14357,-0.11779,,
-10.9305,0.024527,-0.13286,-0.15516,-0.1306,,
-12.8258,0.028649,-0.14264,-0.16455,-0.13108,,
-14.3879,0.031997,-0.15328,-0.16497,-0.12127,,
-15.4802,0.034369,-0.14596,-0.16069,-0.11791,,
-15.9221,0.035595,-0.14353,-0.14435,-0.10092,,
-15.8936,0.035578,-0.13711,-0.11918,-0.076136,,
-15.1808,0.034261,-0.11043,-0.089062,-0.051595,,
-13.8356,0.031639,-0.091045,-0.049149,-0.010534,,
-11.9679,0.027768,-0.048976,-0.0046794,0.023104,,
-9.4081,0.022768,-0.012261,0.046338,0.064045,,
-6.459,0.016808,0.029237,0.099717,0.11193,,
-3.1439,0.010089,0.074201,0.15515,0.15167,,
0.47566,0.0028746,0.12484,0.20977,0.19836,,
4.0634,-0.0045891,0.17103,0.26528,0.23882,,
7.6685,-0.012011,0.21242,0.31254,0.27414,,
11.0846,-0.019106,0.24766,0.35853,0.30945,,
14.109,-0.025605,0.28407,0.39621,0.33507,,
16.851,-0.031269,0.31509,0.4203,0.3535,,
19.0093,-0.035888,0.33093,0.43837,0.36476,,
20.545,-0.039296,0.34532,0.44156,0.3638,,
21.5001,-0.041382,0.34275,0.43337,0.35686,,
21.6245,-0.042093,0.3363,0.4164,0.34058,,
21.1122,-0.04142,0.32322,0.38387,0.30993,,
19.941,-0.039437,0.29422,0.34038,0.27569,,
18.0995,-0.036248,0.26364,0.28753,0.22877,,
15.8903,-0.032022,0.22659,0.22351,0.17849,,
13.2217,-0.026957,0.17864,0.15543,0.12558,,
10.2472,-0.02129,0.13686,0.082864,0.063327,,
7.1984,-0.015281,0.081254,0.0086703,0.0055067,,
3.9768,-0.0091947,0.032356,-0.061571,-0.052313,,
0.90849,-0.0032913,-0.018008,-0.13408,-0.11301,,
-1.9512,0.0021906,-0.06923,-0.19964,-0.164,,
-4.5534,0.0070302,-0.10853,-0.26077,-0.21727,,
-6.5881,0.011045,-0.14938,-0.31475,-0.26264,,
-8.189,0.014095,-0.18232,-0.35651,-0.29592,,
-9.2658,0.01609,-0.20142,-0.39015,-0.33076,,
-9.7186,0.017014,-0.22246,-0.41163,-0.34728,,
-9.7685,0.016861,-0.23507,-0.42073,-0.35829,,
-9.2669,0.015717,-0.23486,-0.42094,-0.3626,,
-8.3282,0.013694,-0.23863,-0.4093,-0.35207,,
-7.1021,0.010953,-0.22027,-0.38994,-0.34477,,
-5.4575,0.0076876,-0.20895,-0.36262,-0.32537,,
-3.7012,0.0041062,-0.19496,-0.32583,-0.29281,,
-1.9077,0.00044387,-0.1714,-0.28854,-0.26899,,
-0.086787,-0.0030902,-0.15371,-0.24719,-0.23487,,
1.4205,-0.0062613,-0.13246,-0.20038,-0.20111,,
2.7278,-0.0088947,-0.1117,-0.16165,-0.17274,,
3.6833,-0.01082,-0.10266,-0.12052,-0.13431,,
4.1733,-0.011917,-0.081728,-0.081389,-0.10846,,
4.3861,-0.012121,-0.071884,-0.050614,-0.080685,,
4.0886,-0.011393,-0.064464,-0.021147,-0.045969,,
3.345,-0.0097639,-0.057013,0.0021184,-0.030167,,
2.2712,-0.0073088,-0.058625,0.018854,-0.0094571,,
0.71714,-0.0041474,-0.058653,0.034006,0.0092177,,
-1.0361,-0.00044719,-0.06348,0.038931,0.017119,,
-2.9651,0.0036054,-0.072655,0.040633,0.032801,,
-5.0306,0.0077985,-0.074958,0.039081,0.030287,,
-6.8998,0.011912,-0.084891,0.035076,0.032322,,
-8.6613,0.015704,-0.090107,0.032259,0.04142,,
-10.1702,0.018972,-0.090465,0.028175,0.040701,,
-11.2348,0.021505,-0.093171,0.027109,0.044891,,
-11.9996,0.023145,-0.08868,0.028536,0.049919,,
-12.2067,0.023769,-0.082765,0.02899,0.051475,,
-11.8927,0.023307,-0.075332,0.035385,0.061052,,
-11.1094,0.021732,-0.055355,0.043195,0.065122,,
-9.6413,0.019053,-0.034526,0.052232,0.072185,,
-7.7331,0.01536,-0.01558,0.066393,0.087987,,
-5.4111,0.010782,0.01716,0.081249,0.093972,,
-2.6638,0.0054825,0.04374,0.099162,0.10451,,
0.17765,-0.00032919,0.069062,0.11868,0.11564,,
3.1962,-0.0064125,0.10052,0.13364,0.1233,,
6.2103,-0.012514,0.12698,0.14654,0.13491,,
9.0231,-0.018384,0.15777,0.15547,0.13719,,
11.7237,-0.02376,0.18512,0.16192,0.13707,,
14.0104,-0.028414,0.19731,0.16417,0.13886,,
15.8149,-0.032133,0.21594,0.1603,0.12857,,
17.153,-0.034747,0.21686,0.14913,0.11696,,
17.751,-0.036141,0.2153,0.13561,0.096486,,
17.7583,-0.036234,0.20799,0.11087,0.079248,,
17.1089,-0.035001,0.18781,0.083344,0.058897,,
15.7596,-0.032483,0.16878,0.049198,0.023224,,
13.9607,-0.028764,0.14192,0.010765,-0.0092177,,
11.5906,-0.023985,0.10328,-0.027616,-0.036033,,
8.7847,-0.018336,0.069589,-0.070281,-0.076974,,
5.7472,-0.012035,0.029972,-0.11236,-0.10475,,
2.3871,-0.0053266,-0.018365,-0.1502,-0.13695,,
-0.97762,0.0015291,-0.055304,-0.18675,-0.16568,,
-4.2774,0.00827,-0.10388,-0.21637,-0.18352,,
-7.4505,0.014626,-0.13469,-0.24247,-0.21117,,
-10.158,0.020366,-0.16378,-0.26251,-0.22565,,
-12.5006,0.025274,-0.19083,-0.27165,-0.22697,,
-14.3373,0.029161,-0.20402,-0.27356,-0.23164,,
-15.5199,0.031909,-0.21753,-0.26526,-0.22134,,
-16.2276,0.033424,-0.22225,-0.24494,-0.20279,,
-16.2563,0.033689,-0.21391,-0.21897,-0.18591,,
-15.6835,0.032724,-0.2093,-0.18403,-0.15359,,
-14.6162,0.0306,-0.18054,-0.14218,-0.1221,,
-12.8873,0.027436,-0.15528,-0.097675,-0.084755,,
-10.7828,0.023398,-0.13165,-0.045035,-0.039265,,
-8.3597,0.018679,-0.085243,0.0070871,-0.0021548,,
-5.6375,0.013514,-0.052836,0.061279,0.042856,,
-2.9596,0.0081251,-0.012927,0.11556,0.088585,,
-0.23534,0.0027488,0.027511,0.16493,0.12546,,
2.343,-0.0023745,0.061696,0.20803,0.16712,,
4.6038,-0.0070234,0.097369,0.24914,0.19752,,
6.6758,-0.01102,0.13094,0.27847,0.22494,,
8.2907,-0.014212,0.15073,0.30243,0.24672,,
9.4286,-0.016471,0.17496,0.31464,0.25486,,
10.1523,-0.017741,0.18307,0.31724,0.25941,,
10.2182,-0.017976,0.18613,0.31383,0.25678,,
9.8455,-0.017227,0.18588,0.29864,0.24972,,
8.9951,-0.015536,0.17169,0.27491,0.23391,,
7.6596,-0.013021,0.16158,0.24471,0.20794,,
6.1359,-0.009828,0.14178,0.20718,0.18004,,
4.3021,-0.0061129,0.1136,0.16602,0.15562,,
2.2962,-0.0020835,0.098697,0.12038,0.11791,,
0.31876,0.0020775,0.062841,0.073762,0.085952,,
-1.7707,0.0061703,0.036736,0.031278,0.047166,,
